ID,Measure,Subject,,SubCategory,HebSubject,HebCategory,HebSubCategory,Year
ST79Q05,Formative Assessment - Gives Feedback,Learning Mathematics,,Gives Feedback,לימודי מתמטיקה,הערכה פורמלית,נותנת משוב,2012
ST79Q06,Teacher-Directed Instruction - Checks Understanding,Learning Mathematics,,Checks Understanding,לימודי מתמטיקה,הוראות המורה,בודקת הבנה,2012
ST79Q07,Student Orientation - Has Students Work in Small Groups,Learning Mathematics,,Has Students Work in Small Groups,לימודי מתמטיקה,אוריינות תלמיד,יש תלמידים שעובדים בקבוצות קטנות,2012
ST79Q08,Teacher-Directed Instruction - Summarizes Previous Lessons,Learning Mathematics,,Summarizes Previous Lessons,לימודי מתמטיקה,הוראות המורה,מסכמת שיעורים קודמים,2012
ST79Q10,Student Orientation - Plans Classroom Activities,Learning Mathematics,,Plans Classroom Activities,לימודי מתמטיקה,אוריינות תלמיד,מתכננת פעילויות כיתה,2012
ST79Q11,Formative Assessment - Gives Feedback on Strengths and Weaknesses,Learning Mathematics,,Gives Feedback on Strengths and Weaknesses,לימודי מתמטיקה,הערכה פורמלית,נותנת משוב לחוזקות וחולשות,2012
ST79Q12,Formative Assessment - Informs about Expectations,Learning Mathematics,,Informs about Expectations,לימודי מתמטיקה,הערכה פורמלית,מודיעה על הציפיות,2012
ST79Q15,Teacher-Directed Instruction - Informs about Learning Goals,Learning Mathematics,,Informs about Learning Goals,לימודי מתמטיקה,הוראות המורה,מודיעה על מטרות הלמידה,2012
ST79Q17,Formative Assessment - Tells How to Get Better,Learning Mathematics,,Tells How to Get Better,לימודי מתמטיקה,הערכה פורמלית,אומרת כיצד להשתפר,2012
ST80Q01,Cognitive Activation - Teacher Encourages to Reflect Problems,Learning Mathematics,,Teacher Encourages to Reflect Problems,לימודי מתמטיקה,פעילות קוגניטיבית,המורה מעודדת לשקף בעיות,2012
ST80Q04,Cognitive Activation - Gives Problems that Require to Think,Learning Mathematics,,Gives Problems that Require to Think,לימודי מתמטיקה,פעילות קוגניטיבית,נותנת בעיות שדורשות חשיבה,2012
ST80Q05,Cognitive Activation - Asks to Use Own Procedures,Learning Mathematics,,Asks to Use Own Procedures,לימודי מתמטיקה,פעילות קוגניטיבית,מבקשת להשתמש בדרכים שלה,2012
ST80Q06,Cognitive Activation - Presents Problems with No Obvious Solutions,Learning Mathematics,,Presents Problems with No Obvious Solutions,לימודי מתמטיקה,פעילות קוגניטיבית,מציגה בעיות ללא פרונות ברורים,2012
ST80Q07,Cognitive Activation - Presents Problems in Different Contexts,Learning Mathematics,,Presents Problems in Different Contexts,לימודי מתמטיקה,פעילות קוגניטיבית,מציגה בעיות בהקשרים שונים,2012
ST80Q08,Cognitive Activation - Helps Learn from Mistakes,Learning Mathematics,,Helps Learn from Mistakes,לימודי מתמטיקה,פעילות קוגניטיבית,עוזרת ללמוד משגיאות,2012
ST80Q09,Cognitive Activation - Asks for Explanations,Learning Mathematics,,Asks for Explanations,לימודי מתמטיקה,פעילות קוגניטיבית,מבקשת הסברים,2012
ST80Q10,Cognitive Activation - Apply What We Learned,Learning Mathematics,,Apply What We Learned,לימודי מתמטיקה,פעילות קוגניטיבית,מיישמת מה שלמדנו,2012
ST80Q11,Cognitive Activation - Problems with Multiple Solutions,Learning Mathematics,,Problems with Multiple Solutions,לימודי מתמטיקה,פעילות קוגניטיבית,בעיות עם מספר תשובות,2012
ST81Q01,Disciplinary Climate - Students Don\92t Listen,Learning Mathematics,,Students Don\92t Listen,לימודי מתמטיקה,אקלים משמעת,תלמידים לא מקשיבים,2012
ST81Q02,Disciplinary Climate - Noise and Disorder,Learning Mathematics,,Noise and Disorder,לימודי מתמטיקה,אקלים משמעת,רעש ובלאגן,2012
ST81Q03,Disciplinary Climate - Teacher Has to Wait Until its Quiet,Learning Mathematics,,Teacher Has to Wait Until its Quiet,לימודי מתמטיקה,אקלים משמעת,המורה מחכה עד שיהיה שקט,2012
ST81Q04,Disciplinary Climate - Students Don\92t Work Well,Learning Mathematics,,Students Don\92t Work Well,לימודי מתמטיקה,אקלים משמעת,התלמידים לא עובדים טוב,2012
ST81Q05,Disciplinary Climate - Students Start Working Late,Learning Mathematics,,Students Start Working Late,לימודי מתמטיקה,אקלים משמעת,התלמידים מתחילים לעבוד מאוחר,2012
ST82Q01,Vignette Teacher Support - Homework Every Other Day/Back in Time,Learning Mathematics,,Homework Every Other Day/Back in Time,לימודי מתמטיקה,תמיכת המורה,שיעורי בית פעם ביומיים/מחזירה בזמן,2012
ST82Q02,Vignette Teacher Support - Homework Once a Week/Back in Time,Learning Mathematics,,Homework Once a Week/Back in Time,לימודי מתמטיקה,תמיכת המורה,שיעורי בית פעם בשבוע/מחזירה בזמן,2012
ST82Q03,Vignette Teacher Support - Homework Once a Week/Not Back in Time,Learning Mathematics,,Homework Once a Week/Not Back in Time,לימודי מתמטיקה,תמיכת המורה,שיעורי בית פעם בשבוע/לא מחזירה בזמן,2012
ST83Q01,Teacher Support - Lets Us Know We Have to Work Hard,Learning Mathematics,,Lets Us Know We Have to Work Hard,לימודי מתמטיקה,תמיכת המורה,אומרת שאנו צריכים להשקיע,2012
ST83Q02,Teacher Support - Provides Extra Help When Needed,Learning Mathematics,,Provides Extra Help When Needed,לימודי מתמטיקה,תמיכת המורה,נותנת עזרה נוספת כשצריך,2012
ST83Q03,Teacher Support - Helps Students with Learning,Learning Mathematics,,Helps Students with Learning,לימודי מתמטיקה,תמיכת המורה,עוזרת לתלמידים ללמוד,2012
ST83Q04,Teacher Support - Gives Opportunity to Express Opinions,Learning Mathematics,,Gives Opportunity to Express Opinions,לימודי מתמטיקה,תמיכת המורה,נותנת הזדמנות לבטא דעות,2012
ST84Q01,Vignette Classroom Management - Students Frequently Interrupt/Teacher Arrives Early,Learning Mathematics,,Students Frequently Interrupt/Teacher Arrives Early,לימודי מתמטיקה,ניהול כיתה,תלמידים מפריעים לעיתים/המורה מקדימה,2012
ST84Q02,Vignette Classroom Management - Students Are Calm/Teacher Arrives on Time,Learning Mathematics,,Students Are Calm/Teacher Arrives on Time,לימודי מתמטיקה,ניהול כיתה,התלמידים רגועים/המורה מגיעה בזמן,2012
ST84Q03,Vignette Classroom Management - Students Frequently Interrupt/Teacher Arrives Late,Learning Mathematics,,Students Frequently Interrupt/Teacher Arrives Late,לימודי מתמטיקה,ניהול כיתה,תלמידים מפריעים לעיתים/המורה מאחרת,2012
ST85Q01,Classroom Management - Students Listen,Learning Mathematics,,Students Listen,לימודי מתמטיקה,ניהול כיתה,התלמידים מקשיבים,2012
ST85Q02,Classroom Management - Teacher Keeps Class Orderly,Learning Mathematics,,Teacher Keeps Class Orderly,לימודי מתמטיקה,ניהול כיתה,המורה שומרת על הכיתה מסודרת,2012
ST85Q03,Classroom Management - Teacher Starts On Time,Learning Mathematics,,Teacher Starts On Time,לימודי מתמטיקה,ניהול כיתה,המורה מתחילה בזמן,2012
ST85Q04,Classroom Management - Wait Long to <Quiet Down>,Learning Mathematics,,Wait Long to <Quiet Down>,לימודי מתמטיקה,ניהול כיתה,המורה מחכה הרבה זמן עד ששקט,2012
ST86Q01,Student-Teacher Relations - Get Along with Teachers,Learning Mathematics,,Get Along with Teachers,לימודי מתמטיקה,יחסי מורה תלמיד,מסתדר עם המורים,2012
ST86Q02,Student-Teacher Relations - Teachers Are Interested,Learning Mathematics,,Teachers Are Interested,לימודי מתמטיקה,יחסי מורה תלמיד,מורים הם מעניינים,2012
ST86Q03,Student-Teacher Relations - Teachers Listen to Students,Learning Mathematics,,Teachers Listen to Students,לימודי מתמטיקה,יחסי מורה תלמיד,מורים מקשיבים לתלמידים,2012
ST86Q04,Student-Teacher Relations - Teachers Help Students,Learning Mathematics,,Teachers Help Students,לימודי מתמטיקה,יחסי מורה תלמיד,מורים עוזרים לתלמידים,2012
ST86Q05,Student-Teacher Relations - Teachers Treat Students Fair,Learning Mathematics,,Teachers Treat Students Fair,לימודי מתמטיקה,יחסי מורה תלמיד,מורים הוגנים כלפי תלמידים,2012
ST87Q01,Sense of Belonging - Feel Like Outsider,Learning Mathematics,,Feel Like Outsider,לימודי מתמטיקה,תחושת שייכות,מרגיש כמו אאוטסיידר,2012
ST87Q02,Sense of Belonging - Make Friends Easily,Learning Mathematics,,Make Friends Easily,לימודי מתמטיקה,תחושת שייכות,מתחבר בקלות,2012
ST87Q03,Sense of Belonging - Belong at School,Learning Mathematics,,Belong at School,לימודי מתמטיקה,תחושת שייכות,שייך לבית הספר,2012
ST87Q04,Sense of Belonging - Feel Awkward at School,Learning Mathematics,,Feel Awkward at School,לימודי מתמטיקה,תחושת שייכות,מרגיש מוזר בבית הספר,2012
ST87Q05,Sense of Belonging - Liked by Other Students,Learning Mathematics,,Liked by Other Students,לימודי מתמטיקה,תחושת שייכות,שאר התלמידים מחבבים אותי,2012
ST87Q06,Sense of Belonging - Feel Lonely at School,Learning Mathematics,,Feel Lonely at School,לימודי מתמטיקה,תחושת שייכות,מרגיש בודד בבית הספר,2012
ST87Q07,Sense of Belonging - Feel Happy at School,Learning Mathematics,,Feel Happy at School,לימודי מתמטיקה,תחושת שייכות,מרגיש שמח בבית הספר,2012
ST87Q08,Sense of Belonging - Things Are Ideal at School,Learning Mathematics,,Things Are Ideal at School,לימודי מתמטיקה,תחושת שייכות,דברים הם מושלמים בבית הספר,2012
ST87Q09,Sense of Belonging - Satisfied at School,Learning Mathematics,,Satisfied at School,לימודי מתמטיקה,תחושת שייכות,מסופק בבית הספר,2012
ST88Q01,Attitude towards School - Does Little to Prepare Me for Life,Learning Mathematics,,Does Little to Prepare Me for Life,לימודי מתמטיקה,גישה לבית הספר,מכין אותי במידה מועטה לחיים,2012
ST88Q02,Attitude towards School - Waste of Time,Learning Mathematics,,Waste of Time,לימודי מתמטיקה,גישה לבית הספר,בזבוז זמן,2012
ST88Q03,Attitude towards School - Gave Me Confidence,Learning Mathematics,,Gave Me Confidence,לימודי מתמטיקה,גישה לבית הספר,נותן לי בטחון,2012
ST88Q04,Attitude towards School - Useful for Job,Learning Mathematics,,Useful for Job,לימודי מתמטיקה,גישה לבית הספר,שימושי לעבודה,2012
ST89Q02,Attitude toward School - Helps to Get a Job,Learning Mathematics,,Helps to Get a Job,לימודי מתמטיקה,גישה לבית הספר,עוזר להשיג עבודה,2012
ST89Q03,Attitude toward School - Prepare for College,Learning Mathematics,,Prepare for College,לימודי מתמטיקה,גישה לבית הספר,הכנה לאוניברסיטה,2012
ST89Q04,Attitude toward School - Enjoy Good Grades,Learning Mathematics,,Enjoy Good Grades,לימודי מתמטיקה,גישה לבית הספר,נהנה מציונים טובים,2012
ST89Q05,Attitude toward School - Trying Hard is Important,Learning Mathematics,,Trying Hard is Important,לימודי מתמטיקה,גישה לבית הספר,חשוב לנסות קשה,2012
ST91Q01,Perceived Control - Can Succeed with Enough Effort,Learning Mathematics,,Can Succeed with Enough Effort,לימודי מתמטיקה,כוח רצון,יכול להצליח אם אשקיע,2012
ST91Q02,Perceived Control - My Choice Whether I Will Be Good,Learning Mathematics,,My Choice Whether I Will Be Good,לימודי מתמטיקה,כוח רצון,זו בחירה שלי אם להיות טוב,2012
ST91Q03,Perceived Control - Problems Prevent from Putting Effort into School,Learning Mathematics,,Problems Prevent from Putting Effort into School,לימודי מתמטיקה,כוח רצון,בעיות מונעות להשקיע בבית הספר,2012
ST91Q04,Perceived Control - Different Teachers Would Make Me Try Harder,Learning Mathematics,,Different Teachers Would Make Me Try Harder,לימודי מתמטיקה,כוח רצון,מורים אחרים יגרמו לי להשקיע יותר,2012
ST91Q05,Perceived Control - Could Perform Well if I Wanted,Learning Mathematics,,Could Perform Well if I Wanted,לימודי מתמטיקה,כוח רצון,יכול להצליח יותר אם הייתי רוצה,2012
ST91Q06,Perceived Control - Perform Poor Regardless,Learning Mathematics,,Perform Poor Regardless,לימודי מתמטיקה,כוח רצון,יכולות חלשות למרות ניסיונות,2012
ST93Q01,Perseverance - Give up easily,Learning Mathematics,,Give up easily,לימודי מתמטיקה,התמדה,מוותר בקלות,2012
ST93Q03,Perseverance - Put off difficult problems,Learning Mathematics,,Put off difficult problems,לימודי מתמטיקה,התמדה,מדלג על שאלות קשות,2012
ST93Q04,Perseverance - Remain interested,Learning Mathematics,,Remain interested,לימודי מתמטיקה,התמדה,נשאר מתעניין,2012
ST93Q06,Perseverance - Continue to perfection,Learning Mathematics,,Continue to perfection,לימודי מתמטיקה,התמדה,נטייה לפרפקציוניזם,2012
